id,event_id,minute,second,team_id,player_id,x,y,end_x,end_y,qualifiers,is_touch,blocked_x,blocked_y,goal_mouth_z,goal_mouth_y,is_shot,card_type,is_goal,type_display_name,outcome_type_display_name,period_display_name,distance,angle,xG
2633730781,401,41,45,26,369875,77.5,39.7,0,0,"[{""type"":{""value"":56,""displayName"":""Zone""},""value"":""Center""},{""type"":{""value"":178,""displayName"":""StandingSave""}},{""type"":{""value"":215,""displayName"":""IndividualPlay""}},{""type"":{""value"":102,""displayName"":""GoalMouthY""},""value"":""53.4""},{""type"":{""value"":146,""displayName"":""BlockedX""},""value"":""96.5""},{""type"":{""value"":29,""displayName"":""Assisted""}},{""type"":{""value"":328,""displayName"":""FirstTouch""}},{""type"":{""value"":18,""displayName"":""OutOfBoxCentre""}},{""type"":{""value"":147,""displayName"":""BlockedY""},""value"":""51.3""},{""type"":{""value"":100,""displayName"":""SixYardBlock""}},{""type"":{""value"":22,""displayName"":""RegularPlay""}},{""type"":{""value"":233,""displayName"":""OppositeRelatedEvent""},""value"":""323""},{""type"":{""value"":55,""displayName"":""RelatedEventId""},""value"":""400""},{""type"":{""value"":82,""displayName"":""Blocked""}},{""type"":{""value"":20,""displayName"":""RightFoot""}},{""type"":{""value"":154,""displayName"":""IntentionalAssist""}},{""type"":{""value"":76,""displayName"":""LowLeft""}},{""type"":{""value"":103,""displayName"":""GoalMouthZ""},""value"":""19""}]",TRUE,96.5,51.3,19,53.4,TRUE,FALSE,FALSE,Shot,Successful,FirstHalf,87.07663292,-2.668186751,0.002229692
2633733107,543,48,27,26,108226,94.4,51,0,0,"[{""type"":{""value"":29,""displayName"":""Assisted""}},{""type"":{""value"":55,""displayName"":""RelatedEventId""},""value"":""542""},{""type"":{""value"":214,""displayName"":""BigChance""}},{""type"":{""value"":102,""displayName"":""GoalMouthY""},""value"":""50.8""},{""type"":{""value"":56,""displayName"":""Zone""},""value"":""Center""},{""type"":{""value"":22,""displayName"":""RegularPlay""}},{""type"":{""value"":78,""displayName"":""LowCentre""}},{""type"":{""value"":178,""displayName"":""StandingSave""}},{""type"":{""value"":20,""displayName"":""RightFoot""}},{""type"":{""value"":16,""displayName"":""SmallBoxCentre""}},{""type"":{""value"":154,""displayName"":""IntentionalAssist""}},{""type"":{""value"":328,""displayName"":""FirstTouch""}},{""type"":{""value"":103,""displayName"":""GoalMouthZ""},""value"":""3.2""}]",TRUE,0,0,3.2,50.8,TRUE,FALSE,TRUE,Shot,Successful,SecondHalf,107.2956663,-2.646262572,0.354118597
2633733453,573,51,21,26,400828,95.1,47.7,0,0,"[{""type"":{""value"":328,""displayName"":""FirstTouch""}},{""type"":{""value"":80,""displayName"":""LowRight""}},{""type"":{""value"":55,""displayName"":""RelatedEventId""},""value"":""572""},{""type"":{""value"":146,""displayName"":""BlockedX""},""value"":""99.4""},{""type"":{""value"":102,""displayName"":""GoalMouthY""},""value"":""48.1""},{""type"":{""value"":154,""displayName"":""IntentionalAssist""}},{""type"":{""value"":22,""displayName"":""RegularPlay""}},{""type"":{""value"":214,""displayName"":""BigChance""}},{""type"":{""value"":147,""displayName"":""BlockedY""},""value"":""47.5""},{""type"":{""value"":233,""displayName"":""OppositeRelatedEvent""},""value"":""445""},{""type"":{""value"":178,""displayName"":""StandingSave""}},{""type"":{""value"":103,""displayName"":""GoalMouthZ""},""value"":""16.5""},{""type"":{""value"":16,""displayName"":""SmallBoxCentre""}},{""type"":{""value"":29,""displayName"":""Assisted""}},{""type"":{""value"":20,""displayName"":""RightFoot""}},{""type"":{""value"":56,""displayName"":""Zone""},""value"":""Center""}]",TRUE,99.4,47.5,16.5,48.1,TRUE,FALSE,FALSE,Shot,Successful,SecondHalf,106.392199,-2.676684011,0.300489573
2633733531,582,51,59,26,400828,90.6,30.1,0,0,"[{""type"":{""value"":22,""displayName"":""RegularPlay""}},{""type"":{""value"":178,""displayName"":""StandingSave""}},{""type"":{""value"":56,""displayName"":""Zone""},""value"":""Center""},{""type"":{""value"":78,""displayName"":""LowCentre""}},{""type"":{""value"":154,""displayName"":""IntentionalAssist""}},{""type"":{""value"":108,""displayName"":""Volley""}},{""type"":{""value"":20,""displayName"":""RightFoot""}},{""type"":{""value"":233,""displayName"":""OppositeRelatedEvent""},""value"":""448""},{""type"":{""value"":63,""displayName"":""BoxRight""}},{""type"":{""value"":147,""displayName"":""BlockedY""},""value"":""45.5""},{""type"":{""value"":102,""displayName"":""GoalMouthY""},""value"":""51.5""},{""type"":{""value"":146,""displayName"":""BlockedX""},""value"":""98.1""},{""type"":{""value"":103,""displayName"":""GoalMouthZ""},""value"":""13.3""},{""type"":{""value"":29,""displayName"":""Assisted""}},{""type"":{""value"":55,""displayName"":""RelatedEventId""},""value"":""581""}]",TRUE,98.1,45.5,13.3,51.5,TRUE,FALSE,FALSE,Shot,Successful,SecondHalf,95.4692097,-2.820835805,0.021685963
2633733583,587,52,50,26,400828,90.2,31.9,0,0,"[{""type"":{""value"":15,""displayName"":""Head""}},{""type"":{""value"":103,""displayName"":""GoalMouthZ""},""value"":""55.6""},{""type"":{""value"":154,""displayName"":""IntentionalAssist""}},{""type"":{""value"":29,""displayName"":""Assisted""}},{""type"":{""value"":55,""displayName"":""RelatedEventId""},""value"":""586""},{""type"":{""value"":328,""displayName"":""FirstTouch""}},{""type"":{""value"":102,""displayName"":""GoalMouthY""},""value"":""49.2""},{""type"":{""value"":25,""displayName"":""FromCorner""}},{""type"":{""value"":63,""displayName"":""BoxRight""}},{""type"":{""value"":56,""displayName"":""Zone""},""value"":""Center""}]",TRUE,0,0,55.6,49.2,TRUE,FALSE,FALSE,Shot,Successful,SecondHalf,95.6747093,-2.801662284,0.022877463
2633733641,463,53,38,23,299254,87.7,65,0,0,"[{""type"":{""value"":178,""displayName"":""StandingSave""}},{""type"":{""value"":102,""displayName"":""GoalMouthY""},""value"":""46.8""},{""type"":{""value"":80,""displayName"":""LowRight""}},{""type"":{""value"":20,""displayName"":""RightFoot""}},{""type"":{""value"":56,""displayName"":""Zone""},""value"":""Center""},{""type"":{""value"":64,""displayName"":""BoxLeft""}},{""type"":{""value"":55,""displayName"":""RelatedEventId""},""value"":""462""},{""type"":{""value"":29,""displayName"":""Assisted""}},{""type"":{""value"":214,""displayName"":""BigChance""}},{""type"":{""value"":328,""displayName"":""FirstTouch""}},{""type"":{""value"":89,""displayName"":""OneOnOne""}},{""type"":{""value"":154,""displayName"":""IntentionalAssist""}},{""type"":{""value"":103,""displayName"":""GoalMouthZ""},""value"":""7.6""},{""type"":{""value"":22,""displayName"":""RegularPlay""}}]",TRUE,0,0,7.6,46.8,TRUE,FALSE,TRUE,Shot,Successful,SecondHalf,109.1617607,-2.50377122,0.474478326
2633734233,670,61,37,26,377168,85.2,41.3,0,0,"[{""type"":{""value"":78,""displayName"":""LowCentre""}},{""type"":{""value"":147,""displayName"":""BlockedY""},""value"":""49.1""},{""type"":{""value"":102,""displayName"":""GoalMouthY""},""value"":""50.8""},{""type"":{""value"":17,""displayName"":""BoxCentre""}},{""type"":{""value"":215,""displayName"":""IndividualPlay""}},{""type"":{""value"":55,""displayName"":""RelatedEventId""},""value"":""668""},{""type"":{""value"":103,""displayName"":""GoalMouthZ""},""value"":""13.9""},{""type"":{""value"":233,""displayName"":""OppositeRelatedEvent""},""value"":""512""},{""type"":{""value"":22,""displayName"":""RegularPlay""}},{""type"":{""value"":20,""displayName"":""RightFoot""}},{""type"":{""value"":29,""displayName"":""Assisted""}},{""type"":{""value"":146,""displayName"":""BlockedX""},""value"":""99.3""},{""type"":{""value"":56,""displayName"":""Zone""},""value"":""Center""},{""type"":{""value"":178,""displayName"":""StandingSave""}}]",TRUE,99.3,49.1,13.9,50.8,TRUE,FALSE,FALSE,Shot,Successful,SecondHalf,94.68225811,-2.690225958,0.017432862
2633734309,692,63,3,26,400828,91.2,47.2,0,0,"[{""type"":{""value"":154,""displayName"":""IntentionalAssist""}},{""type"":{""value"":73,""displayName"":""MissLeft""}},{""type"":{""value"":56,""displayName"":""Zone""},""value"":""Center""},{""type"":{""value"":15,""displayName"":""Head""}},{""type"":{""value"":22,""displayName"":""RegularPlay""}},{""type"":{""value"":102,""displayName"":""GoalMouthY""},""value"":""63.0""},{""type"":{""value"":17,""displayName"":""BoxCentre""}},{""type"":{""value"":103,""displayName"":""GoalMouthZ""},""value"":""25""},{""type"":{""value"":328,""displayName"":""FirstTouch""}},{""type"":{""value"":29,""displayName"":""Assisted""}},{""type"":{""value"":55,""displayName"":""RelatedEventId""},""value"":""691""}]",TRUE,0,0,25,63,TRUE,FALSE,FALSE,Shot,Successful,SecondHalf,102.6902137,-2.664008665,0.135456529
2633734345,706,64,42,26,108226,85.2,24.4,0,0,"[{""type"":{""value"":233,""displayName"":""OppositeRelatedEvent""},""value"":""532""},{""type"":{""value"":147,""displayName"":""BlockedY""},""value"":""45.5""},{""type"":{""value"":215,""displayName"":""IndividualPlay""}},{""type"":{""value"":178,""displayName"":""StandingSave""}},{""type"":{""value"":146,""displayName"":""BlockedX""},""value"":""97.5""},{""type"":{""value"":56,""displayName"":""Zone""},""value"":""Center""},{""type"":{""value"":103,""displayName"":""GoalMouthZ""},""value"":""14.6""},{""type"":{""value"":29,""displayName"":""Assisted""}},{""type"":{""value"":22,""displayName"":""RegularPlay""}},{""type"":{""value"":55,""displayName"":""RelatedEventId""},""value"":""705""},{""type"":{""value"":72,""displayName"":""LeftFoot""}},{""type"":{""value"":76,""displayName"":""LowLeft""}},{""type"":{""value"":63,""displayName"":""BoxRight""}},{""type"":{""value"":102,""displayName"":""GoalMouthY""},""value"":""53.0""}]",TRUE,97.5,45.5,14.6,53,TRUE,FALSE,FALSE,Shot,Successful,SecondHalf,88.62505289,-2.862673032,0.003437366
2633734349,707,64,44,26,355354,88.4,55.8,0,0,"[{""type"":{""value"":100,""displayName"":""SixYardBlock""}},{""type"":{""value"":103,""displayName"":""GoalMouthZ""},""value"":""19""},{""type"":{""value"":22,""displayName"":""RegularPlay""}},{""type"":{""value"":101,""displayName"":""SavedOffline""}},{""type"":{""value"":72,""displayName"":""LeftFoot""}},{""type"":{""value"":82,""displayName"":""Blocked""}},{""type"":{""value"":147,""displayName"":""BlockedY""},""value"":""54.0""},{""type"":{""value"":76,""displayName"":""LowLeft""}},{""type"":{""value"":233,""displayName"":""OppositeRelatedEvent""},""value"":""533""},{""type"":{""value"":17,""displayName"":""BoxCentre""}},{""type"":{""value"":178,""displayName"":""StandingSave""}},{""type"":{""value"":146,""displayName"":""BlockedX""},""value"":""95.1""},{""type"":{""value"":102,""displayName"":""GoalMouthY""},""value"":""52.6""},{""type"":{""value"":56,""displayName"":""Zone""},""value"":""Center""},{""type"":{""value"":328,""displayName"":""FirstTouch""}}]",TRUE,95.1,54,19,52.6,TRUE,FALSE,FALSE,Shot,Successful,SecondHalf,104.5380314,-2.578531798,0.204884289
2633734565,735,68,35,26,352825,89.7,52.7,0,0,"[{""type"":{""value"":146,""displayName"":""BlockedX""},""value"":""99.4""},{""type"":{""value"":17,""displayName"":""BoxCentre""}},{""type"":{""value"":178,""displayName"":""StandingSave""}},{""type"":{""value"":103,""displayName"":""GoalMouthZ""},""value"":""4.4""},{""type"":{""value"":147,""displayName"":""BlockedY""},""value"":""50.7""},{""type"":{""value"":56,""displayName"":""Zone""},""value"":""Center""},{""type"":{""value"":78,""displayName"":""LowCentre""}},{""type"":{""value"":233,""displayName"":""OppositeRelatedEvent""},""value"":""568""},{""type"":{""value"":25,""displayName"":""FromCorner""}},{""type"":{""value"":102,""displayName"":""GoalMouthY""},""value"":""51.7""},{""type"":{""value"":20,""displayName"":""RightFoot""}}]",TRUE,99.4,50.7,4.4,51.7,TRUE,FALSE,FALSE,Shot,Successful,SecondHalf,104.0354747,-2.610404675,0.183802407
2633734583,737,68,39,26,363884,82.4,60.5,0,0,"[{""type"":{""value"":20,""displayName"":""RightFoot""}},{""type"":{""value"":102,""displayName"":""GoalMouthY""},""value"":""53.8""},{""type"":{""value"":328,""displayName"":""FirstTouch""}},{""type"":{""value"":178,""displayName"":""StandingSave""}},{""type"":{""value"":103,""displayName"":""GoalMouthZ""},""value"":""93.1""},{""type"":{""value"":25,""displayName"":""FromCorner""}},{""type"":{""value"":215,""displayName"":""IndividualPlay""}},{""type"":{""value"":74,""displayName"":""MissHigh""}},{""type"":{""value"":56,""displayName"":""Zone""},""value"":""Center""},{""type"":{""value"":18,""displayName"":""OutOfBoxCentre""}}]",TRUE,0,0,93.1,53.8,TRUE,FALSE,FALSE,Shot,Successful,SecondHalf,102.2252904,-2.508265328,0.120240618
2633734639,571,69,22,23,349669,71.4,51.5,0,0,"[{""type"":{""value"":146,""displayName"":""BlockedX""},""value"":""98.1""},{""type"":{""value"":22,""displayName"":""RegularPlay""}},{""type"":{""value"":233,""displayName"":""OppositeRelatedEvent""},""value"":""740""},{""type"":{""value"":56,""displayName"":""Zone""},""value"":""Center""},{""type"":{""value"":18,""displayName"":""OutOfBoxCentre""}},{""type"":{""value"":147,""displayName"":""BlockedY""},""value"":""50.4""},{""type"":{""value"":20,""displayName"":""RightFoot""}},{""type"":{""value"":102,""displayName"":""GoalMouthY""},""value"":""51.0""},{""type"":{""value"":178,""displayName"":""StandingSave""}},{""type"":{""value"":215,""displayName"":""IndividualPlay""}},{""type"":{""value"":78,""displayName"":""LowCentre""}},{""type"":{""value"":103,""displayName"":""GoalMouthZ""},""value"":""4.4""}]",TRUE,98.1,50.4,4.4,51,TRUE,FALSE,FALSE,Shot,Successful,SecondHalf,88.03527702,-2.516721518,0.002864598
2633735011,779,73,20,26,355354,97.6,47.7,0,0,"[{""type"":{""value"":78,""displayName"":""LowCentre""}},{""type"":{""value"":102,""displayName"":""GoalMouthY""},""value"":""49.0""},{""type"":{""value"":178,""displayName"":""StandingSave""}},{""type"":{""value"":56,""displayName"":""Zone""},""value"":""Center""},{""type"":{""value"":154,""displayName"":""IntentionalAssist""}},{""type"":{""value"":16,""displayName"":""SmallBoxCentre""}},{""type"":{""value"":20,""displayName"":""RightFoot""}},{""type"":{""value"":29,""displayName"":""Assisted""}},{""type"":{""value"":22,""displayName"":""RegularPlay""}},{""type"":{""value"":55,""displayName"":""RelatedEventId""},""value"":""778""},{""type"":{""value"":214,""displayName"":""BigChance""}},{""type"":{""value"":328,""displayName"":""FirstTouch""}},{""type"":{""value"":103,""displayName"":""GoalMouthZ""},""value"":""10.8""}]",TRUE,0,0,10.8,49,TRUE,FALSE,TRUE,Shot,Successful,SecondHalf,108.6326378,-2.687002022,0.441666054
2633735157,608,75,4,23,303924,90.4,32.8,0,0,"[{""type"":{""value"":72,""displayName"":""LeftFoot""}},{""type"":{""value"":22,""displayName"":""RegularPlay""}},{""type"":{""value"":215,""displayName"":""IndividualPlay""}},{""type"":{""value"":55,""displayName"":""RelatedEventId""},""value"":""607""},{""type"":{""value"":63,""displayName"":""BoxRight""}},{""type"":{""value"":77,""displayName"":""HighLeft""}},{""type"":{""value"":102,""displayName"":""GoalMouthY""},""value"":""62.4""},{""type"":{""value"":178,""displayName"":""StandingSave""}},{""type"":{""value"":103,""displayName"":""GoalMouthZ""},""value"":""77.8""},{""type"":{""value"":29,""displayName"":""Assisted""}},{""type"":{""value"":56,""displayName"":""Zone""},""value"":""Center""}]",TRUE,0,0,77.8,62.4,TRUE,FALSE,FALSE,Shot,Successful,SecondHalf,96.16652224,-2.793532382,0.02605612
2633735437,819,77,23,26,352825,92.3,50.6,0,0,"[{""type"":{""value"":178,""displayName"":""StandingSave""}},{""type"":{""value"":154,""displayName"":""IntentionalAssist""}},{""type"":{""value"":56,""displayName"":""Zone""},""value"":""Center""},{""type"":{""value"":214,""displayName"":""BigChance""}},{""type"":{""value"":22,""displayName"":""RegularPlay""}},{""type"":{""value"":29,""displayName"":""Assisted""}},{""type"":{""value"":55,""displayName"":""RelatedEventId""},""value"":""818""},{""type"":{""value"":102,""displayName"":""GoalMouthY""},""value"":""47.7""},{""type"":{""value"":80,""displayName"":""LowRight""}},{""type"":{""value"":328,""displayName"":""FirstTouch""}},{""type"":{""value"":17,""displayName"":""BoxCentre""}},{""type"":{""value"":103,""displayName"":""GoalMouthZ""},""value"":""10.8""},{""type"":{""value"":20,""displayName"":""RightFoot""}}]",TRUE,0,0,10.8,47.7,TRUE,FALSE,TRUE,Shot,Successful,SecondHalf,105.2599164,-2.640122954,0.239475348
2633735795,646,80,46,23,379732,94.5,48.7,0,0,"[{""type"":{""value"":15,""displayName"":""Head""}},{""type"":{""value"":56,""displayName"":""Zone""},""value"":""Center""},{""type"":{""value"":25,""displayName"":""FromCorner""}},{""type"":{""value"":214,""displayName"":""BigChance""}},{""type"":{""value"":76,""displayName"":""LowLeft""}},{""type"":{""value"":102,""displayName"":""GoalMouthY""},""value"":""54.2""},{""type"":{""value"":154,""displayName"":""IntentionalAssist""}},{""type"":{""value"":55,""displayName"":""RelatedEventId""},""value"":""645""},{""type"":{""value"":16,""displayName"":""SmallBoxCentre""}},{""type"":{""value"":328,""displayName"":""FirstTouch""}},{""type"":{""value"":29,""displayName"":""Assisted""}},{""type"":{""value"":103,""displayName"":""GoalMouthZ""},""value"":""10.8""}]",TRUE,0,0,10.8,54.2,TRUE,FALSE,TRUE,Shot,Successful,SecondHalf,106.3105827,-2.665745397,0.295693409
2633736305,853,85,48,26,108226,88.5,50,0,0,"[{""type"":{""value"":56,""displayName"":""Zone""},""value"":""Center""},{""type"":{""value"":103,""displayName"":""GoalMouthZ""},""value"":""10.1""},{""type"":{""value"":76,""displayName"":""LowLeft""}},{""type"":{""value"":178,""displayName"":""StandingSave""}},{""type"":{""value"":17,""displayName"":""BoxCentre""}},{""type"":{""value"":102,""displayName"":""GoalMouthY""},""value"":""52.9""},{""type"":{""value"":214,""displayName"":""BigChance""}},{""type"":{""value"":9,""displayName"":""Penalty""}},{""type"":{""value"":72,""displayName"":""LeftFoot""}}]",TRUE,0,0,10.1,52.9,TRUE,FALSE,TRUE,Shot,Successful,SecondHalf,101.6476758,-2.627327526,0.105295917
2633736455,860,87,24,26,108226,85.5,29.1,0,0,"[{""type"":{""value"":55,""displayName"":""RelatedEventId""},""value"":""859""},{""type"":{""value"":82,""displayName"":""Blocked""}},{""type"":{""value"":72,""displayName"":""LeftFoot""}},{""type"":{""value"":146,""displayName"":""BlockedX""},""value"":""91.1""},{""type"":{""value"":102,""displayName"":""GoalMouthY""},""value"":""51.9""},{""type"":{""value"":103,""displayName"":""GoalMouthZ""},""value"":""19""},{""type"":{""value"":29,""displayName"":""Assisted""}},{""type"":{""value"":76,""displayName"":""LowLeft""}},{""type"":{""value"":233,""displayName"":""OppositeRelatedEvent""},""value"":""682""},{""type"":{""value"":63,""displayName"":""BoxRight""}},{""type"":{""value"":215,""displayName"":""IndividualPlay""}},{""type"":{""value"":147,""displayName"":""BlockedY""},""value"":""37.9""},{""type"":{""value"":56,""displayName"":""Zone""},""value"":""Center""},{""type"":{""value"":22,""displayName"":""RegularPlay""}},{""type"":{""value"":178,""displayName"":""StandingSave""}}]",TRUE,91.1,37.9,19,51.9,TRUE,FALSE,FALSE,Shot,Successful,SecondHalf,90.31644369,-2.813539662,0.005419389
2633737085,931,94,2,26,108226,88.2,45,0,0,"[{""type"":{""value"":29,""displayName"":""Assisted""}},{""type"":{""value"":178,""displayName"":""StandingSave""}},{""type"":{""value"":147,""displayName"":""BlockedY""},""value"":""46.0""},{""type"":{""value"":103,""displayName"":""GoalMouthZ""},""value"":""19""},{""type"":{""value"":82,""displayName"":""Blocked""}},{""type"":{""value"":215,""displayName"":""IndividualPlay""}},{""type"":{""value"":102,""displayName"":""GoalMouthY""},""value"":""48.2""},{""type"":{""value"":56,""displayName"":""Zone""},""value"":""Center""},{""type"":{""value"":146,""displayName"":""BlockedX""},""value"":""92.0""},{""type"":{""value"":55,""displayName"":""RelatedEventId""},""value"":""930""},{""type"":{""value"":80,""displayName"":""LowRight""}},{""type"":{""value"":22,""displayName"":""RegularPlay""}},{""type"":{""value"":17,""displayName"":""BoxCentre""}},{""type"":{""value"":72,""displayName"":""LeftFoot""}},{""type"":{""value"":233,""displayName"":""OppositeRelatedEvent""},""value"":""730""}]",TRUE,92,46,19,48.2,TRUE,FALSE,FALSE,Shot,Successful,SecondHalf,99.01636228,-2.669815142,0.054511816
2633737089,932,94,4,26,235755,90.3,54.4,0,0,"[{""type"":{""value"":78,""displayName"":""LowCentre""}},{""type"":{""value"":233,""displayName"":""OppositeRelatedEvent""},""value"":""731""},{""type"":{""value"":147,""displayName"":""BlockedY""},""value"":""53.4""},{""type"":{""value"":20,""displayName"":""RightFoot""}},{""type"":{""value"":178,""displayName"":""StandingSave""}},{""type"":{""value"":17,""displayName"":""BoxCentre""}},{""type"":{""value"":102,""displayName"":""GoalMouthY""},""value"":""49.3""},{""type"":{""value"":82,""displayName"":""Blocked""}},{""type"":{""value"":56,""displayName"":""Zone""},""value"":""Center""},{""type"":{""value"":103,""displayName"":""GoalMouthZ""},""value"":""19""},{""type"":{""value"":146,""displayName"":""BlockedX""},""value"":""92.1""},{""type"":{""value"":22,""displayName"":""RegularPlay""}}]",TRUE,92.1,53.4,19,49.3,TRUE,FALSE,FALSE,Shot,Successful,SecondHalf,105.4203491,-2.599383664,0.247030898
